"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"AT1G01010",212.23370761827,-1.20971667984848,0.117478213780923,3.00240116393724e-25,7.39347147631708e-25
"AT1G01020",645.201790183463,-0.338831568289953,0.0695401524649676,1.03383557945437e-06,1.59267017214793e-06
"AT1G01030",428.24777278978,1.39644225930728,0.0916890735297527,6.82621573637818e-53,2.43616850554032e-52
"AT1G01040",3091.38815070315,0.504162609179421,0.0343739292861862,9.11556280476454e-49,3.10335875120106e-48
"AT1G03993",10.8695912213898,0.378084325500336,0.450685296173397,0.351533902278111,0.386833123264437
"AT1G01050",1936.0339862032,-1.79982552529207,0.0552521990860486,1.23011786824107e-233,1.46391762911054e-232
"AT1G01060",771.405929033469,3.57759632740118,0.11373981836407,3.8098092755617e-218,4.19611240466696e-217
"AT1G01070",115.362431516316,-3.32649549768145,0.202910251639229,1.08232816394358e-61,4.23253241625937e-61
"AT1G01080",1677.44241730816,-1.79960449571712,0.0565177376840365,2.27801950599959e-223,2.58549919352291e-222
"AT1G01090",6889.56847697267,-0.180285783903117,0.0323264815943845,2.40377155418919e-08,3.92849933912315e-08
"AT1G01100",15043.293566215,1.30329232112434,0.035766978152825,3.78405456571359e-291,5.74039661884814e-290
"AT1G01110",1074.86069111085,2.7151411431616,0.0671513190881792,0,0
"AT1G01120",2515.52499771995,1.27870936191766,0.0437594121256941,3.8955421000758e-188,3.6708888255794e-187
"AT1G01130",199.648792264327,1.80745487463701,0.153482352570151,6.63762589446387e-33,1.84052106059562e-32
"AT1G01140",3247.66868302859,-0.606774476920367,0.0374351411168447,3.56287928216843e-59,1.35520239434182e-58
"AT1G01150",16.7216815520034,0.160205932140883,0.475005305723547,0.705043459327384,0.7336039484599
"AT1G01160",2489.41760267721,0.337799442654329,0.0423562081931162,1.42967119275749e-15,2.88321425778284e-15
"AT1G04007",53.5226371970769,-0.59566335158549,0.241700702597913,0.010960243049001,0.0139293681305599
"AT1G01170",2261.13457806423,-1.09786244814637,0.0522927348139152,3.602771100683e-98,1.95745505648326e-97
"AT1G04013",7.55964939187323,0.646331700334987,0.581530156437906,0.187137467874637,0.214087978665289
"AT1G01180",255.343448260634,-1.43161747045138,0.12429353784745,3.06201031065078e-31,8.28652161014503e-31
"AT1G08765",48.0426614822819,1.02877982037243,0.25700674844021,3.24404305587249e-05,4.69821788217312e-05
